Year,State,Cases,Disease,Population,Population Density
2009,Maryland,31261314,Syphilis,5296486.0,545.6
2010,Maryland,22279328,Syphilis,5773552.0,594.8
2011,Maryland,24332452,Syphilis,5773552.0,594.8
2012,Maryland,12361431,Syphilis,5773552.0,594.8
2013,Maryland,14387456,Syphilis,5773552.0,594.8
2014,Maryland,16529449,Syphilis,5773552.0,594.8
2015,Maryland,18594509,Syphilis,5773552.0,594.8
2016,Maryland,16598509,Syphilis,5773552.0,594.8
2017,Maryland,20683573,Syphilis,5773552.0,594.8
2018,Maryland,29857737,Syphilis,5773552.0,594.8
2019,Maryland,32991868,Syphilis,5773552.0,594.8
2020,Maryland,31891873,Syphilis,6177224.0,636.1
2021,Maryland,36458850,Syphilis,6177224.0,636.1
2022,Maryland,45734781,Syphilis,6177224.0,636.1
2023,Maryland,69904878,Syphilis,6177224.0,636.1
2000,Massachusetts,18362,Syphilis,6349097.0,814.0
2001,Massachusetts,26446,Syphilis,6349097.0,814.0
2002,Massachusetts,19599,Syphilis,6349097.0,814.0
2003,Massachusetts,136133,Syphilis,6349097.0,814.0
2004,Massachusetts,96114,Syphilis,6349097.0,814.0
2005,Massachusetts,105125,Syphilis,6349097.0,814.0
2006,Massachusetts,82124,Syphilis,6349097.0,814.0
2007,Massachusetts,116155,Syphilis,6349097.0,814.0
2008,Massachusetts,149216,Syphilis,6349097.0,814.0
2009,Massachusetts,135238,Syphilis,6349097.0,814.0
2010,Massachusetts,1195285,Syphilis,6547629.0,839.4
2011,Massachusetts,233266,Syphilis,6547629.0,839.4
2012,Massachusetts,1231316,Syphilis,6547629.0,839.4
2013,Massachusetts,4350360,Syphilis,6547629.0,839.4
2014,Massachusetts,3282301,Syphilis,6547629.0,839.4
2015,Massachusetts,4355418,Syphilis,6547629.0,839.4
2016,Massachusetts,3538489,Syphilis,6547629.0,839.4
2017,Massachusetts,549538,Syphilis,6547629.0,839.4
2018,Massachusetts,620552,Syphilis,6547629.0,839.4
2019,Massachusetts,9625610,Syphilis,6547629.0,839.4
2020,Massachusetts,10548615,Syphilis,7029917.0,901.2
2021,Massachusetts,9626741,Syphilis,7029917.0,901.2
2022,Massachusetts,11780824,Syphilis,7029917.0,901.2
2023,Massachusetts,14720739,Syphilis,7029917.0,901.2
2000,Michigan,33406330,Syphilis,9938444.0,175.8
2001,Michigan,27368428,Syphilis,9938444.0,175.8
2002,Michigan,35255486,Syphilis,9938444.0,175.8
2003,Michigan,38122249,Syphilis,9938444.0,175.8
2004,Michigan,23121192,Syphilis,9938444.0,175.8
2005,Michigan,1769105,Syphilis,9938444.0,175.8
2006,Michigan,1343118,Syphilis,9938444.0,175.8
2007,Michigan,1573123,Syphilis,9938444.0,175.8
2008,Michigan,1099210,Syphilis,9938444.0,175.8
2009,Michigan,5155230,Syphilis,9938444.0,175.8
2010,Michigan,5121235,Syphilis,9883640.0,174.8
2011,Michigan,8132286,Syphilis,9883640.0,174.8
2012,Michigan,7150295,Syphilis,9883640.0,174.8
2013,Michigan,9204487,Syphilis,9883640.0,174.8
2014,Michigan,15243421,Syphilis,9883640.0,174.8
2015,Michigan,11282403,Syphilis,9883640.0,174.8
2016,Michigan,13290365,Syphilis,9883640.0,174.8
2017,Michigan,10330480,Syphilis,9883640.0,174.8
2018,Michigan,14407649,Syphilis,9883640.0,174.8
2019,Michigan,17558678,Syphilis,9883640.0,174.8
2020,Michigan,29566787,Syphilis,10077331.0,178.0
2021,Michigan,42732972,Syphilis,10077331.0,178.0
2022,Michigan,36749972,Syphilis,10077331.0,178.0
2023,Michigan,55872845,Syphilis,10077331.0,178.0
2000,Minnesota,1816,Syphilis,4919479.0,61.8
2001,Minnesota,1633,Syphilis,4919479.0,61.8
2002,Minnesota,12359,Syphilis,4919479.0,61.8
2003,Minnesota,4547,Syphilis,4919479.0,61.8
2004,Minnesota,12127,Syphilis,4919479.0,61.8
2005,Minnesota,34670,Syphilis,4919479.0,61.8
2006,Minnesota,15847,Syphilis,4919479.0,61.8
2007,Minnesota,5559,Syphilis,4919479.0,61.8
2008,Minnesota,147116,Syphilis,4919479.0,61.8
2009,Minnesota,14671,Syphilis,4919479.0,61.8
2010,Minnesota,73149,Syphilis,5303925.0,66.6
2011,Minnesota,121139,Syphilis,5303925.0,66.6
2012,Minnesota,196118,Syphilis,5303925.0,66.6
2013,Minnesota,139193,Syphilis,5303925.0,66.6
2014,Minnesota,159257,Syphilis,5303925.0,66.6
2015,Minnesota,2185246,Syphilis,5303925.0,66.6
2016,Minnesota,7251306,Syphilis,5303925.0,66.6
2017,Minnesota,2313292,Syphilis,5303925.0,66.6
2018,Minnesota,10286292,Syphilis,5303925.0,66.6
2019,Minnesota,21367385,Syphilis,5303925.0,66.6
2020,Minnesota,7368417,Syphilis,5706494.0,71.7
2021,Minnesota,15415565,Syphilis,5706494.0,71.7
2022,Minnesota,21535675,Syphilis,5706494.0,71.7
2023,Minnesota,29387502,Syphilis,5706494.0,71.7
2000,Mississippi,14409137,Syphilis,2844658.0,60.6
2001,Mississippi,10329140,Syphilis,2844658.0,60.6
2002,Mississippi,614949,Syphilis,2844658.0,60.6
2003,Mississippi,217340,Syphilis,2844658.0,60.6
2004,Mississippi,313059,Syphilis,2844658.0,60.6
2005,Mississippi,16249,Syphilis,2844658.0,60.6
2006,Mississippi,19786,Syphilis,2844658.0,60.6
2007,Mississippi,1269133,Syphilis,2844658.0,60.6
2008,Mississippi,9232184,Syphilis,2844658.0,60.6
2009,Mississippi,8312237,Syphilis,2844658.0,60.6
2010,Mississippi,9386228,Syphilis,2967297.0,63.2
2011,Mississippi,6313191,Syphilis,2967297.0,63.2
2012,Mississippi,253150,Syphilis,2967297.0,63.2
2013,Mississippi,18478,Syphilis,2967297.0,63.2
2014,Mississippi,1336189,Syphilis,2967297.0,63.2
2015,Mississippi,405219,Syphilis,2967297.0,63.2
2016,Mississippi,2490326,Syphilis,2967297.0,63.2
2017,Mississippi,1555310,Syphilis,2967297.0,63.2
2018,Mississippi,3937464,Syphilis,2967297.0,63.2
2019,Mississippi,12223690,Syphilis,2967297.0,63.2
2020,Mississippi,127537741,Syphilis,2961279.0,63.1
2021,Mississippi,65592829,Syphilis,2961279.0,63.1
2022,Mississippi,77429913,Syphilis,2961279.0,63.1
2023,Mississippi,131478886,Syphilis,2961279.0,63.1
2000,Missouri,35229,Syphilis,5595211.0,81.4
2001,Missouri,53326,Syphilis,5595211.0,81.4
2002,Missouri,15134,Syphilis,5595211.0,81.4
2003,Missouri,44661,Syphilis,5595211.0,81.4
2004,Missouri,35894,Syphilis,5595211.0,81.4
2005,Missouri,3108147,Syphilis,5595211.0,81.4
2006,Missouri,393168,Syphilis,5595211.0,81.4
2007,Missouri,1120239,Syphilis,5595211.0,81.4
2008,Missouri,2145224,Syphilis,5595211.0,81.4
2009,Missouri,6146173,Syphilis,5595211.0,81.4
2010,Missouri,2133152,Syphilis,5988927.0,87.1
2011,Missouri,1124136,Syphilis,5988927.0,87.1
2012,Missouri,1135157,Syphilis,5988927.0,87.1
2013,Missouri,3220251,Syphilis,5988927.0,87.1
2014,Missouri,1240352,Syphilis,5988927.0,87.1
2015,Missouri,4247307,Syphilis,5988927.0,87.1
2016,Missouri,8276400,Syphilis,5988927.0,87.1
2017,Missouri,10423507,Syphilis,5988927.0,87.1
2018,Missouri,18546806,Syphilis,5988927.0,87.1
2019,Missouri,18647817,Syphilis,5988927.0,87.1
2020,Missouri,31556829,Syphilis,6154913.0,89.5
2021,Missouri,131666787,Syphilis,6154913.0,89.5
2022,Missouri,145483781,Syphilis,6154913.0,89.5
2023,Missouri,133294768,Syphilis,6154913.0,89.5
2000,Montana,0,Syphilis,902195.0,6.2
2001,Montana,0,Syphilis,902195.0,6.2
2002,Montana,0,Syphilis,902195.0,6.2
2003,Montana,0,Syphilis,902195.0,6.2
2004,Montana,4,Syphilis,902195.0,6.2
2005,Montana,7,Syphilis,902195.0,6.2
2006,Montana,1,Syphilis,902195.0,6.2
2007,Montana,8,Syphilis,902195.0,6.2
2008,Montana,17,Syphilis,902195.0,6.2
2009,Montana,4,Syphilis,902195.0,6.2
2010,Montana,23,Syphilis,989415.0,6.8
2011,Montana,17,Syphilis,989415.0,6.8
2012,Montana,2,Syphilis,989415.0,6.8
2013,Montana,25,Syphilis,989415.0,6.8
2014,Montana,18,Syphilis,989415.0,6.8
2015,Montana,513,Syphilis,989415.0,6.8
2016,Montana,614,Syphilis,989415.0,6.8
2017,Montana,12348,Syphilis,989415.0,6.8
2018,Montana,2545,Syphilis,989415.0,6.8
2019,Montana,12567,Syphilis,989415.0,6.8
2020,Montana,22145,Syphilis,1084225.0,7.4
2021,Montana,92296,Syphilis,1084225.0,7.4
2022,Montana,1584325,Syphilis,1084225.0,7.4
2023,Montana,19141312,Syphilis,1084225.0,7.4
2000,Nebraska,12,Syphilis,1711263.0,22.3
2001,Nebraska,110,Syphilis,1711263.0,22.3
2002,Nebraska,6,Syphilis,1711263.0,22.3
2003,Nebraska,1110,Syphilis,1711263.0,22.3
2004,Nebraska,7,Syphilis,1711263.0,22.3
2005,Nebraska,24,Syphilis,1711263.0,22.3
2006,Nebraska,17,Syphilis,1711263.0,22.3
2007,Nebraska,34,Syphilis,1711263.0,22.3
2008,Nebraska,15,Syphilis,1711263.0,22.3
2009,Nebraska,65,Syphilis,1711263.0,22.3
2010,Nebraska,112,Syphilis,1826341.0,23.8
2011,Nebraska,310,Syphilis,1826341.0,23.8
2012,Nebraska,188,Syphilis,1826341.0,23.8
2013,Nebraska,1441,Syphilis,1826341.0,23.8
2014,Nebraska,11950,Syphilis,1826341.0,23.8
2015,Nebraska,545,Syphilis,1826341.0,23.8
2016,Nebraska,11967,Syphilis,1826341.0,23.8
2017,Nebraska,12643,Syphilis,1826341.0,23.8
2018,Nebraska,37119,Syphilis,1826341.0,23.8
2019,Nebraska,46136,Syphilis,1826341.0,23.8
2020,Nebraska,250104,Syphilis,1961504.0,25.5
2021,Nebraska,778185,Syphilis,1961504.0,25.5
2022,Nebraska,1298215,Syphilis,1961504.0,25.5
2023,Nebraska,14119205,Syphilis,1961504.0,25.5
2000,Nevada,95,Syphilis,1998257.0,18.2
2001,Nevada,78,Syphilis,1998257.0,18.2
2002,Nevada,1215,Syphilis,1998257.0,18.2
2003,Nevada,3512,Syphilis,1998257.0,18.2
2004,Nevada,12440,Syphilis,1998257.0,18.2
2005,Nevada,164109,Syphilis,1998257.0,18.2
2006,Nevada,16119137,Syphilis,1998257.0,18.2
2007,Nevada,7174111,Syphilis,1998257.0,18.2
2008,Nevada,916877,Syphilis,1998257.0,18.2
2009,Nevada,313791,Syphilis,1998257.0,18.2
2010,Nevada,5178130,Syphilis,2700551.0,24.6
2011,Nevada,3166136,Syphilis,2700551.0,24.6
2012,Nevada,1214113,Syphilis,2700551.0,24.6
2013,Nevada,2232205,Syphilis,2700551.0,24.6
2014,Nevada,5389357,Syphilis,2700551.0,24.6
2015,Nevada,8439335,Syphilis,2700551.0,24.6
2016,Nevada,12510444,Syphilis,2700551.0,24.6
2017,Nevada,24498587,Syphilis,2700551.0,24.6
2018,Nevada,31512682,Syphilis,2700551.0,24.6
2019,Nevada,41522808,Syphilis,2700551.0,24.6
2020,Nevada,46496767,Syphilis,3104614.0,28.3
2021,Nevada,45723939,Syphilis,3104614.0,28.3
2022,Nevada,65829902,Syphilis,3104614.0,28.3
2023,Nevada,77696725,Syphilis,3104614.0,28.3
2000,New Hampshire,2,Syphilis,1235786.0,138.0
2001,New Hampshire,121,Syphilis,1235786.0,138.0
2002,New Hampshire,18,Syphilis,1235786.0,138.0
2003,New Hampshire,419,Syphilis,1235786.0,138.0
2004,New Hampshire,5,Syphilis,1235786.0,138.0
2005,New Hampshire,16,Syphilis,1235786.0,138.0
2006,New Hampshire,213,Syphilis,1235786.0,138.0
2007,New Hampshire,1330,Syphilis,1235786.0,138.0
2008,New Hampshire,420,Syphilis,1235786.0,138.0
2009,New Hampshire,614,Syphilis,1235786.0,138.0
2010,New Hampshire,522,Syphilis,1316470.0,147.0
2011,New Hampshire,518,Syphilis,1316470.0,147.0
2012,New Hampshire,1936,Syphilis,1316470.0,147.0
2013,New Hampshire,2128,Syphilis,1316470.0,147.0
2014,New Hampshire,2236,Syphilis,1316470.0,147.0
2015,New Hampshire,1640,Syphilis,1316470.0,147.0
2016,New Hampshire,3340,Syphilis,1316470.0,147.0
2017,New Hampshire,3743,Syphilis,1316470.0,147.0
2018,New Hampshire,14164,Syphilis,1316470.0,147.0
2019,New Hampshire,24947,Syphilis,1316470.0,147.0
2020,New Hampshire,3251,Syphilis,1377529.0,153.8
2021,New Hampshire,3973,Syphilis,1377529.0,153.8
2022,New Hampshire,33374,Syphilis,1377529.0,153.8
2023,New Hampshire,12755,Syphilis,1377529.0,153.8
2000,New Jersey,2310971,Syphilis,8414350.0,1144.2
2001,New Jersey,32234137,Syphilis,8414350.0,1144.2
2002,New Jersey,36220169,Syphilis,8414350.0,1144.2
2003,New Jersey,21326170,Syphilis,8414350.0,1144.2
2004,New Jersey,13344150,Syphilis,8414350.0,1144.2
2005,New Jersey,16289133,Syphilis,8414350.0,1144.2
2006,New Jersey,15314173,Syphilis,8414350.0,1144.2
2007,New Jersey,11343227,Syphilis,8414350.0,1144.2
2008,New Jersey,4415226,Syphilis,8414350.0,1144.2
2009,New Jersey,7401212,Syphilis,8414350.0,1144.2
2010,New Jersey,3386244,Syphilis,8791894.0,1195.5
2011,New Jersey,5452232,Syphilis,8791894.0,1195.5
2012,New Jersey,1410229,Syphilis,8791894.0,1195.5
2013,New Jersey,539233,Syphilis,8791894.0,1195.5
2014,New Jersey,612297,Syphilis,8791894.0,1195.5
2015,New Jersey,714372,Syphilis,8791894.0,1195.5
2016,New Jersey,12755472,Syphilis,8791894.0,1195.5
2017,New Jersey,14865499,Syphilis,8791894.0,1195.5
2018,New Jersey,13788570,Syphilis,8791894.0,1195.5
2019,New Jersey,15827631,Syphilis,8791894.0,1195.5
2020,New Jersey,25790764,Syphilis,9288994.0,1263.0
2021,New Jersey,113451908,Syphilis,9288994.0,1263.0
2022,New Jersey,1018116750,Syphilis,9288994.0,1263.0
2023,New Jersey,43963751,Syphilis,9288994.0,1263.0
2000,New Mexico,32516,Syphilis,1819046.0,15.0
2001,New Mexico,51819,Syphilis,1819046.0,15.0
2002,New Mexico,72339,Syphilis,1819046.0,15.0
2003,New Mexico,65371,Syphilis,1819046.0,15.0
2004,New Mexico,36982,Syphilis,1819046.0,15.0
2005,New Mexico,65356,Syphilis,1819046.0,15.0
2006,New Mexico,78579,Syphilis,1819046.0,15.0
2007,New Mexico,66646,Syphilis,1819046.0,15.0
2008,New Mexico,44544,Syphilis,1819046.0,15.0
2009,New Mexico,4061,Syphilis,1819046.0,15.0
2010,New Mexico,4153,Syphilis,2059179.0,17.0
2011,New Mexico,5671,Syphilis,2059179.0,17.0
2012,New Mexico,168101,Syphilis,2059179.0,17.0
2013,New Mexico,26778,Syphilis,2059179.0,17.0
2014,New Mexico,176126,Syphilis,2059179.0,17.0
2015,New Mexico,271118,Syphilis,2059179.0,17.0
2016,New Mexico,3118189,Syphilis,2059179.0,17.0
2017,New Mexico,1120193,Syphilis,2059179.0,17.0
2018,New Mexico,10161304,Syphilis,2059179.0,17.0
2019,New Mexico,28203511,Syphilis,2059179.0,17.0
2020,New Mexico,42243467,Syphilis,2117522.0,17.5
2021,New Mexico,44215724,Syphilis,2117522.0,17.5
2022,New Mexico,76267761,Syphilis,2117522.0,17.5
2023,New Mexico,91383773,Syphilis,2117522.0,17.5
2000,New York,41467132,Syphilis,18976457.0,402.7
2001,New York,39566302,Syphilis,18976457.0,402.7
2002,New York,32756478,Syphilis,18976457.0,402.7
2003,New York,101942584,Syphilis,18976457.0,402.7
2004,New York,22744727,Syphilis,18976457.0,402.7
2005,New York,108410705,Syphilis,18976457.0,402.7
2006,New York,24993736,Syphilis,18976457.0,402.7
2007,New York,1068114918,Syphilis,18976457.0,402.7
2008,New York,1217137223,Syphilis,18976457.0,402.7
2009,New York,1182126615,Syphilis,18976457.0,402.7
2010,New York,1098135817,Syphilis,19378102.0,411.2
2011,New York,1083125413,Syphilis,19378102.0,411.2
2012,New York,122414138,Syphilis,19378102.0,411.2
2013,New York,1459194511,Syphilis,19378102.0,411.2
2014,New York,1727230722,Syphilis,19378102.0,411.2
2015,New York,2006280212,Syphilis,19378102.0,411.2
2016,New York,2455350414,Syphilis,19378102.0,411.2
2017,New York,2355391416,Syphilis,19378102.0,411.2
2018,New York,2654409728,Syphilis,19378102.0,411.2
2019,New York,2865437627,Syphilis,19378102.0,411.2
2020,New York,3022477030,Syphilis,20201249.0,428.7
2021,New York,3500552442,Syphilis,20201249.0,428.7
2022,New York,3603567250,Syphilis,20201249.0,428.7
2023,New York,2887451667,Syphilis,20201249.0,428.7
2000,North Carolina,19618483,Syphilis,8049313.0,165.6
2001,North Carolina,19483445,Syphilis,8049313.0,165.6
2002,North Carolina,16333279,Syphilis,8049313.0,165.6
2003,North Carolina,20261152,Syphilis,8049313.0,165.6
2004,North Carolina,9261192,Syphilis,8049313.0,165.6
2005,North Carolina,11215274,Syphilis,8049313.0,165.6
2006,North Carolina,7294309,Syphilis,8049313.0,165.6
2007,North Carolina,7247323,Syphilis,8049313.0,165.6
2008,North Carolina,11221287,Syphilis,8049313.0,165.6
2009,North Carolina,10357579,Syphilis,8049313.0,165.6
2010,North Carolina,10328396,Syphilis,9535483.0,196.1
2011,North Carolina,6333431,Syphilis,9535483.0,196.1
2012,North Carolina,2244347,Syphilis,9535483.0,196.1
2013,North Carolina,4236404,Syphilis,9535483.0,196.1
2014,North Carolina,6468733,Syphilis,9535483.0,196.1
2015,North Carolina,11969753,Syphilis,9535483.0,196.1
2016,North Carolina,108218799,Syphilis,9535483.0,196.1
2017,North Carolina,113825771,Syphilis,9535483.0,196.1
2018,North Carolina,109819797,Syphilis,9535483.0,196.1
2019,North Carolina,112227989,Syphilis,9535483.0,196.1
2020,North Carolina,1322110531,Syphilis,10439388.0,214.7
2021,North Carolina,1870133143,Syphilis,10439388.0,214.7
2022,North Carolina,2473171157,Syphilis,10439388.0,214.7
2023,North Carolina,2159171272,Syphilis,10439388.0,214.7
2000,North Dakota,10,Syphilis,642200.0,9.3
2001,North Dakota,0,Syphilis,642200.0,9.3
2002,North Dakota,0,Syphilis,642200.0,9.3
2003,North Dakota,2,Syphilis,642200.0,9.3
2004,North Dakota,0,Syphilis,642200.0,9.3
2005,North Dakota,1,Syphilis,642200.0,9.3
2006,North Dakota,1,Syphilis,642200.0,9.3
2007,North Dakota,1,Syphilis,642200.0,9.3
2008,North Dakota,20,Syphilis,642200.0,9.3
2009,North Dakota,104,Syphilis,642200.0,9.3
2010,North Dakota,3,Syphilis,672591.0,9.7
2011,North Dakota,11,Syphilis,672591.0,9.7
2012,North Dakota,4,Syphilis,672591.0,9.7
2013,North Dakota,212,Syphilis,672591.0,9.7
2014,North Dakota,2213,Syphilis,672591.0,9.7
2015,North Dakota,1711,Syphilis,672591.0,9.7
2016,North Dakota,1233,Syphilis,672591.0,9.7
2017,North Dakota,1244,Syphilis,672591.0,9.7
2018,North Dakota,1341,Syphilis,672591.0,9.7
2019,North Dakota,1045,Syphilis,672591.0,9.7
2020,North Dakota,31232,Syphilis,779094.0,11.3
2021,North Dakota,22249,Syphilis,779094.0,11.3
2022,North Dakota,22264,Syphilis,779094.0,11.3
2023,North Dakota,22297,Syphilis,779094.0,11.3
2000,Ohio,511969,Syphilis,11353140.0,277.8
2001,Ohio,210081,Syphilis,11353140.0,277.8
2002,Ohio,384159,Syphilis,11353140.0,277.8
2003,Ohio,392197,Syphilis,11353140.0,277.8
2004,Ohio,2184237,Syphilis,11353140.0,277.8
2005,Ohio,2136211,Syphilis,11353140.0,277.8
2006,Ohio,115184,Syphilis,11353140.0,277.8
2007,Ohio,1135194,Syphilis,11353140.0,277.8
2008,Ohio,3224351,Syphilis,11353140.0,277.8
2009,Ohio,8221360,Syphilis,11353140.0,277.8
2010,Ohio,10189528,Syphilis,11536504.0,282.3
2011,Ohio,13160440,Syphilis,11536504.0,282.3
2012,Ohio,19171425,Syphilis,11536504.0,282.3
2013,Ohio,18211436,Syphilis,11536504.0,282.3
2014,Ohio,15265568,Syphilis,11536504.0,282.3
2015,Ohio,17326560,Syphilis,11536504.0,282.3
2016,Ohio,12389716,Syphilis,11536504.0,282.3
2017,Ohio,18454832,Syphilis,11536504.0,282.3
2018,Ohio,21481740,Syphilis,11536504.0,282.3
2019,Ohio,19519749,Syphilis,11536504.0,282.3
2020,Ohio,108433555,Syphilis,11799448.0,288.8
2021,Ohio,178351874,Syphilis,11799448.0,288.8
2022,Ohio,2402108390,Syphilis,11799448.0,288.8
2023,Ohio,1925108674,Syphilis,11799448.0,288.8
2000,Oklahoma,1128116,Syphilis,3450654.0,50.3
2001,Oklahoma,512160,Syphilis,3450654.0,50.3
2002,Oklahoma,212472,Syphilis,3450654.0,50.3
2003,Oklahoma,17764,Syphilis,3450654.0,50.3
2004,Oklahoma,26225,Syphilis,3450654.0,50.3
2005,Oklahoma,16444,Syphilis,3450654.0,50.3
2006,Oklahoma,212170,Syphilis,3450654.0,50.3
2007,Oklahoma,311565,Syphilis,3450654.0,50.3
2008,Oklahoma,311786,Syphilis,3450654.0,50.3
2009,Oklahoma,217297,Syphilis,3450654.0,50.3
2010,Oklahoma,14992,Syphilis,3751351.0,54.7
2011,Oklahoma,214584,Syphilis,3751351.0,54.7
2012,Oklahoma,14683,Syphilis,3751351.0,54.7
2013,Oklahoma,237118,Syphilis,3751351.0,54.7
2014,Oklahoma,6198151,Syphilis,3751351.0,54.7
2015,Oklahoma,7222209,Syphilis,3751351.0,54.7
2016,Oklahoma,3339264,Syphilis,3751351.0,54.7
2017,Oklahoma,7478373,Syphilis,3751351.0,54.7
2018,Oklahoma,11342531,Syphilis,3751351.0,54.7
2019,Oklahoma,42339791,Syphilis,3751351.0,54.7
2020,Oklahoma,52380941,Syphilis,3959353.0,57.7
2021,Oklahoma,122585568,Syphilis,3959353.0,57.7
2022,Oklahoma,1278110608,Syphilis,3959353.0,57.7
2023,Oklahoma,112179692,Syphilis,3959353.0,57.7
2000,Oregon,1912,Syphilis,3421399.0,35.6
2001,Oregon,913,Syphilis,3421399.0,35.6
2002,Oregon,1828,Syphilis,3421399.0,35.6
2003,Oregon,2748,Syphilis,3421399.0,35.6
2004,Oregon,2929,Syphilis,3421399.0,35.6
2005,Oregon,1641,Syphilis,3421399.0,35.6
2006,Oregon,1929,Syphilis,3421399.0,35.6
2007,Oregon,2618,Syphilis,3421399.0,35.6
2008,Oregon,1826,Syphilis,3421399.0,35.6
2009,Oregon,2957,Syphilis,3421399.0,35.6
2010,Oregon,3371,Syphilis,3831074.0,39.9
2011,Oregon,6397,Syphilis,3831074.0,39.9
2012,Oregon,194212,Syphilis,3831074.0,39.9
2013,Oregon,127267,Syphilis,3831074.0,39.9
2014,Oregon,2149272,Syphilis,3831074.0,39.9
2015,Oregon,6214345,Syphilis,3831074.0,39.9
2016,Oregon,6250327,Syphilis,3831074.0,39.9
2017,Oregon,8205352,Syphilis,3831074.0,39.9
2018,Oregon,10299424,Syphilis,3831074.0,39.9
2019,Oregon,18357454,Syphilis,3831074.0,39.9
2020,Oregon,19304628,Syphilis,4237256.0,44.1
2021,Oregon,27478949,Syphilis,4237256.0,44.1
2022,Oregon,111737523,Syphilis,4237256.0,44.1
2023,Oregon,30408811,Syphilis,4237256.0,44.1
2000,Pennsylvania,927877,Syphilis,12281054.0,274.5
2001,Pennsylvania,426099,Syphilis,12281054.0,274.5
2002,Pennsylvania,5237105,Syphilis,12281054.0,274.5
2003,Pennsylvania,2216159,Syphilis,12281054.0,274.5
2004,Pennsylvania,183118,Syphilis,12281054.0,274.5
2005,Pennsylvania,1204199,Syphilis,12281054.0,274.5
2006,Pennsylvania,3286264,Syphilis,12281054.0,274.5
2007,Pennsylvania,8309263,Syphilis,12281054.0,274.5
2008,Pennsylvania,8309272,Syphilis,12281054.0,274.5
2009,Pennsylvania,5361341,Syphilis,12281054.0,274.5
2010,Pennsylvania,3355369,Syphilis,12702379.0,283.9
2011,Pennsylvania,5412373,Syphilis,12702379.0,283.9
2012,Pennsylvania,6484494,Syphilis,12702379.0,283.9
2013,Pennsylvania,3581471,Syphilis,12702379.0,283.9
2014,Pennsylvania,4641532,Syphilis,12702379.0,283.9
2015,Pennsylvania,7770655,Syphilis,12702379.0,283.9
2016,Pennsylvania,5982755,Syphilis,12702379.0,283.9
2017,Pennsylvania,11007793,Syphilis,12702379.0,283.9
2018,Pennsylvania,11929797,Syphilis,12702379.0,283.9
2019,Pennsylvania,113813991,Syphilis,12702379.0,283.9
2020,Pennsylvania,1046116615,Syphilis,13002700.0,290.6
2021,Pennsylvania,1310147814,Syphilis,13002700.0,290.6
2022,Pennsylvania,1397166140,Syphilis,13002700.0,290.6
2023,Pennsylvania,1179133337,Syphilis,13002700.0,290.6
2000,Rhode Island,14,Syphilis,1048319.0,1014.0
2001,Rhode Island,19,Syphilis,1048319.0,1014.0
2002,Rhode Island,913,Syphilis,1048319.0,1014.0
2003,Rhode Island,733,Syphilis,1048319.0,1014.0
2004,Rhode Island,11526,Syphilis,1048319.0,1014.0
2005,Rhode Island,524,Syphilis,1048319.0,1014.0
2006,Rhode Island,614,Syphilis,1048319.0,1014.0
2007,Rhode Island,1036,Syphilis,1048319.0,1014.0
2008,Rhode Island,718,Syphilis,1048319.0,1014.0
2009,Rhode Island,11420,Syphilis,1048319.0,1014.0
2010,Rhode Island,2041,Syphilis,1052567.0,1018.1
2011,Rhode Island,2046,Syphilis,1052567.0,1018.1
2012,Rhode Island,2444,Syphilis,1052567.0,1018.1
2013,Rhode Island,2245,Syphilis,1052567.0,1018.1
2014,Rhode Island,4971,Syphilis,1052567.0,1018.1
2015,Rhode Island,3877,Syphilis,1052567.0,1018.1
2016,Rhode Island,6390,Syphilis,1052567.0,1018.1
2017,Rhode Island,7171,Syphilis,1052567.0,1018.1
2018,Rhode Island,7196,Syphilis,1052567.0,1018.1
2019,Rhode Island,109101,Syphilis,1052567.0,1018.1
2020,Rhode Island,19789,Syphilis,1097379.0,1061.4
2021,Rhode Island,2119209,Syphilis,1097379.0,1061.4
2022,Rhode Island,5107133,Syphilis,1097379.0,1061.4
2023,Rhode Island,210090,Syphilis,1097379.0,1061.4
2000,South Carolina,32394229,Syphilis,4012012.0,133.5
2001,South Carolina,19394235,Syphilis,4012012.0,133.5
2002,South Carolina,15202134,Syphilis,4012012.0,133.5
2003,South Carolina,1518094,Syphilis,4012012.0,133.5
2004,South Carolina,10204116,Syphilis,4012012.0,133.5
2005,South Carolina,422284,Syphilis,4012012.0,133.5
2006,South Carolina,217466,Syphilis,4012012.0,133.5
2007,South Carolina,114391,Syphilis,4012012.0,133.5
2008,South Carolina,219298,Syphilis,4012012.0,133.5
2009,South Carolina,284123,Syphilis,4012012.0,133.5
2010,South Carolina,1344155,Syphilis,4625364.0,153.9
2011,South Carolina,345221,Syphilis,4625364.0,153.9
2012,South Carolina,7336225,Syphilis,4625364.0,153.9
2013,South Carolina,1415271,Syphilis,4625364.0,153.9
2014,South Carolina,5467250,Syphilis,4625364.0,153.9
2015,South Carolina,3496294,Syphilis,4625364.0,153.9
2016,South Carolina,9613316,Syphilis,4625364.0,153.9
2017,South Carolina,8687361,Syphilis,4625364.0,153.9
2018,South Carolina,9732384,Syphilis,4625364.0,153.9
2019,South Carolina,17681516,Syphilis,4625364.0,153.9
2020,South Carolina,19796652,Syphilis,5118425.0,170.2
2021,South Carolina,19972836,Syphilis,5118425.0,170.2
2022,South Carolina,103325995,Syphilis,5118425.0,170.2
